Count,City,State/Province,Longitude,Latitude
4,Wheaton, MD,-77.05,39.04
3,Wheeling, IL,-87.91,42.14
1,Wheeling, WV,-80.7,40.07
2,White Bear Lake, MN,-93.02,45.04
2,White Lake, MI,-83.53,42.65
1,White Marsh, MD,-76.45,39.37
3,White Plains, NY,-73.76,41.03
1,Whitefish Bay, WI,-87.91,43.12
1,Whitefish, MT,-114.34,48.4
1,Whitehall, OH,-82.9,39.97
2,Whitehall, PA,-75.48,40.63
1,Whitehouse Station, NJ,-74.76,40.62
1,Whitestone, NY,-73.83,40.78
1,Whitestown, IN,-86.35,39.95
8,Whittier, CA,-118.04,33.98
2,Wichita Falls, TX,-98.53,33.88
19,Wichita, KS,-97.24,37.72
1,Wickenburg, AZ,-112.77,33.96
3,Wildomar, CA,-117.24,33.6
1,Wildwood, MO,-90.63,38.58
1,Wilkes Barre, PA,-75.89,41.24
1,Wilkes-Barre, PA,-75.86,41.24
1,Willcox, AZ,-109.84,32.26
1,Williams, AZ,-112.19,35.25
11,Williamsburg, VA,-76.75,37.34
1,Williamsport, PA,-77.0,41.24
1,Williamston, MI,-84.28,42.69
2,Williamsville, NY,-78.7,42.99
1,Willis, TX,-95.49,30.39
1,Williston, VT,-73.11,44.45
1,Willits, CA,-123.35,39.4
2,Willoughby, OH,-81.43,41.63
2,Willow Grove, PA,-75.12,40.14
1,Willowbrook, IL,-87.94,41.76
1,Willows, CA,-122.21,39.53
4,Wilmette, IL,-87.71,42.08
8,Wilmington, DE,-75.54,39.83
2,Wilmington, MA,-71.18,42.56
9,Wilmington, NC,-77.91,34.22
2,Wilson, NC,-77.96,35.74
4,Wilsonville, OR,-122.77,45.34
1,Wilton Manors, FL,-80.13,26.16
1,Wilton, CT,-73.43,41.19
1,Winchester, CA,-117.12,33.59
1,Winchester, KY,-84.21,37.99
1,Winchester, MA,-71.14,42.45
4,Winchester, VA,-78.13,39.19
1,Windsor Heights, IA,-93.72,41.6
4,Windsor, CA,-122.82,38.55
2,Windsor, CO,-104.93,40.48
1,Windsor, CT,-72.65,41.89
1,Winnetka, IL,-87.74,42.11
1,Winona, MN,-91.62,44.03
3,Winston Salem, NC,-80.27,36.09
12,Winston-Salem, NC,-80.28,36.19
2,Winter Garden, FL,-81.6,28.52
1,Winter Haven, FL,-81.73,28.0
1,Winter Park, CO,-105.76,39.89
6,Winter Park, FL,-81.29,28.6
1,Winter Springs, FL,-81.27,28.65
1,Wisconsin Dells, WI,-89.79,43.62
1,Witchita, KS,-97.25,37.68
3,Woburn, MA,-71.14,42.52
2,Wood Village, OR,-122.43,45.53
1,Woodbridge, CT,-72.98,41.34
2,Woodbridge, NJ,-74.3,40.56
6,Woodbridge, VA,-77.29,38.65
4,Woodburn, OR,-122.88,45.16
7,Woodbury, MN,-92.94,44.94
1,Woodbury, NY,-73.48,40.82
1,Woodcliff Lake, NJ,-74.07,41.04
2,Woodhaven, MI,-83.23,42.14
3,Woodinville, WA,-122.16,47.75
10,Woodland Hills, CA,-118.59,34.17
2,Woodland Park, CO,-105.04,38.97
4,Woodland, CA,-121.75,38.68
2,Woodland, WA,-122.75,45.91
1,Woodlands, TX,-95.46,30.16
1,Woodmere, OH,-81.48,41.46
3,Woodridge, IL,-88.01,41.75
2,Woods Cross, UT,-111.9,40.86
1,Woodside, NY,-73.91,40.75
6,Woodstock, GA,-84.48,34.09
1,Woodstock, IL,-88.45,42.31
1,Woodstock, OR,-122.62,45.48
1,Woodway, TX,-97.22,31.5
1,Wooster, OH,-81.95,40.85
3,Worcester, MA,-71.81,42.29
1,Worthington, OH,-83.02,40.11
1,Wright-Patterson Afb, OH,-84.03,39.81
1,Wyckoff, NJ,-74.17,41.01
5,Wylie, TX,-96.57,33.01
2,Wynnewood, PA,-75.27,40.0
2,Wyoming, MI,-85.68,42.86
1,Wyomissing, PA,-75.98,40.34
1,Wytheville, VA,-81.1,36.96
11,Yakima, WA,-120.56,46.62
1,Yankton, SD,-97.4,42.89
2,Yardley, PA,-74.86,40.2
1,Yardville, NJ,-74.63,40.18
2,Yelm, WA,-122.59,46.93
6,Yonkers, NY,-73.86,40.97
2,Yorba Linda, CA,-117.78,33.89
1,York, NE,-97.6,40.82
7,York, PA,-76.68,39.94
1,Yorktown Heights, NY,-73.78,41.27
2,Yorktown, VA,-76.49,37.19
2,Yorkville, IL,-88.47,41.68
1,Youngstown, OH,-80.66,41.17
2,Ypsilanti, MI,-83.63,42.25
1,Yreka, CA,-122.65,41.7
5,Yuba City, CA,-121.64,39.13
3,Yucaipa, CA,-117.12,34.03
1,Yucca Valley, CA,-116.4,34.13
2,Yukon, OK,-97.76,35.48
2,Yulee, FL,-81.56,30.63
8,Yuma, AZ,-114.61,32.7
2,Zanesville, OH,-82.02,39.98
1,Zeeland, MI,-86.02,42.83
1,Zephyr Cove, NV,-119.94,38.99
1,Zionsville, IN,-86.28,39.95
